id,created_at,text
1446309469219078145,2021-10-08 03:00:23,Reading #1003 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 21.
1446203771009261573,2021-10-07 20:00:22,Reading #1002 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -22.
1446158473134231559,2021-10-07 17:00:22,Reading #1001 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -18.
1446105669405487113,2021-10-07 13:30:33,Reading #1000 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of -4.
1445947077117235202,2021-10-07 03:00:22,Reading #999 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 16.
1445841431986249730,2021-10-06 20:00:34,Reading #998 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -78.
1445796120773410818,2021-10-06 17:00:31,Reading #997 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -227.
1445743320152489996,2021-10-06 13:30:42,Reading #996 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -126.
1445584782025363464,2021-10-06 03:00:44,Reading #995 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 133.
1445479077217927176,2021-10-05 20:00:42,Reading #994 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 11.
1445433694529986569,2021-10-05 17:00:22,Reading #993 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -16.
1445380850288320528,2021-10-05 13:30:23,Reading #992 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -98.
1445222301478187008,2021-10-05 03:00:22,Reading #991 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -163.
1445116618384760833,2021-10-04 20:00:25,Reading #990 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -179.
1445071320388149249,2021-10-04 17:00:25,Reading #989 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -100.
1445018460828934144,2021-10-04 13:30:22,Reading #988 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 90.
1444859914283896834,2021-10-04 03:00:22,Reading #987 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 23.
1444754337079734279,2021-10-03 20:00:50,Reading #986 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 14.
1444708924503035909,2021-10-03 17:00:23,Reading #985 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 17.
1444656075135930380,2021-10-03 13:30:23,Reading #984 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of 0.
1444497522861428736,2021-10-03 03:00:21,Reading #983 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -25.
1444391835162513429,2021-10-02 20:00:23,Reading #982 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -85.
1444346534993305601,2021-10-02 17:00:23,Reading #981 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -90.
1444293686007934979,2021-10-02 13:30:23,Reading #980 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -72.
1444135137768316928,2021-10-02 03:00:22,Reading #979 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -63.
1444029445103312897,2021-10-01 20:00:23,Reading #978 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -67.
1443984147396141080,2021-10-01 17:00:23,Reading #977 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -152.
1443931510252441607,2021-10-01 13:31:13,Reading #976 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -153.
1443772750104043524,2021-10-01 03:00:22,Reading #975 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -7.
1443667058772914178,2021-09-30 20:00:23,Reading #974 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -32.
1443621762072293384,2021-09-30 17:00:23,Reading #973 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -125.
1443568907760152580,2021-09-30 13:30:22,Reading #972 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -118.
1443410362557157380,2021-09-30 03:00:22,Reading #971 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -56.
1443304669422444544,2021-09-29 20:00:23,Reading #970 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -68.
1443259374236053505,2021-09-29 17:00:23,Reading #969 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -100.
1443206524696940549,2021-09-29 13:30:23,Reading #968 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -104.
1443047978319679496,2021-09-29 03:00:23,Reading #967 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -128.
1442942337995268096,2021-09-28 20:00:36,Reading #966 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -153.
1442897063029530626,2021-09-28 17:00:42,Reading #965 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -181.
1442844133006225411,2021-09-28 13:30:22,Reading #964 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -145.
1442685586888970248,2021-09-28 03:00:22,Reading #963 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of -2.
1442579921772191745,2021-09-27 20:00:29,Reading #962 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of -1.
1442534623150493697,2021-09-27 17:00:29,Reading #961 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -24.
1442481762676916225,2021-09-27 13:30:26,Reading #960 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -53.
1442323235648024579,2021-09-27 03:00:31,Reading #959 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of -4.
1442217541036879878,2021-09-26 20:00:31,Reading #958 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 22.
1442172234974519296,2021-09-26 17:00:29,Reading #957 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 58.
1442119385208983555,2021-09-26 13:30:29,Reading #956 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 91.
1441960844355686400,2021-09-26 03:00:30,Reading #955 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 40.
1441855156102983689,2021-09-25 20:00:32,Reading #954 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of -4.
1441809858228015107,2021-09-25 17:00:32,Reading #953 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -48.
1441757005849448448,2021-09-25 13:30:31,Reading #952 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -59.
1441598439276441605,2021-09-25 03:00:26,Reading #951 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -51.
1441492759010025475,2021-09-24 20:00:30,Reading #950 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -29.
1441447476184104960,2021-09-24 17:00:33,Reading #949 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -95.
1441394631447511046,2021-09-24 13:30:34,Reading #948 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 10.
1441236096424153097,2021-09-24 03:00:36,Reading #947 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 6.
1441130397358723082,2021-09-23 20:00:36,Reading #946 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 8.
1441085128982228996,2021-09-23 17:00:43,Reading #945 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -73.
1441032227270246408,2021-09-23 13:30:30,Reading #944 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -75.
1440873649263808514,2021-09-23 03:00:22,Reading #943 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 64.
1440768001926524934,2021-09-22 20:00:34,Reading #942 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -74.
1440722811245318148,2021-09-22 17:01:00,Reading #941 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -132.
1440669885269381124,2021-09-22 13:30:41,Reading #940 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -107.
1440511343333806080,2021-09-22 03:00:42,Reading #939 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -213.
1440405647598653442,2021-09-21 20:00:42,Reading #938 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -86.
1440360341892788235,2021-09-21 17:00:40,Reading #937 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -72.
1440307500146782209,2021-09-21 13:30:42,Reading #936 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -58.
1440148949164179464,2021-09-21 03:00:40,Reading #935 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -126.
1440043223896911874,2021-09-20 20:00:33,Reading #934 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -118.
1439997878638886916,2021-09-20 17:00:22,Reading #933 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -156.
1439945031557820420,2021-09-20 13:30:23,Reading #932 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -34.
1439786483758600195,2021-09-20 03:00:22,Reading #931 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 145.
1439680794709090309,2021-09-19 20:00:24,Reading #930 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 73.
1439635494065905665,2021-09-19 17:00:23,Reading #929 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 91.
1439582645520945155,2021-09-19 13:30:23,Reading #928 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 78.
1439424094404063233,2021-09-19 03:00:21,Reading #927 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of 4.
1439318404977106954,2021-09-18 20:00:23,Reading #926 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 25.
1439273106409938951,2021-09-18 17:00:23,Reading #925 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of 2.
1439220256258543617,2021-09-18 13:30:23,Reading #924 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -20.
1439061706194526208,2021-09-18 03:00:21,Reading #923 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -38.
1438956021242867719,2021-09-17 20:00:24,Reading #922 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -47.
1438910716547899395,2021-09-17 17:00:23,Reading #921 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -88.
1438857868661374976,2021-09-17 13:30:23,Reading #920 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -84.
1438699323500474370,2021-09-17 03:00:23,Reading #919 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -7.
1438593622874759169,2021-09-16 20:00:22,Reading #918 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 6.
1438548326253830144,2021-09-16 17:00:22,Reading #917 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of 3.
1438495721712390154,2021-09-16 13:31:20,Reading #916 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -27.
1438336933722210306,2021-09-16 03:00:22,Reading #915 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 71.
1438231244211372037,2021-09-15 20:00:24,Reading #914 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of -2.
1438185940774793227,2021-09-15 17:00:23,Reading #913 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -65.
1438133090665340936,2021-09-15 13:30:22,Reading #912 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -56.
1437974541616156676,2021-09-15 03:00:21,Reading #911 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 16.
1437868854940782593,2021-09-14 20:00:23,Reading #910 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -19.
1437823556277133315,2021-09-14 17:00:23,Reading #909 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -80.
1437770715453865992,2021-09-14 13:30:25,Reading #908 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -51.
1437612158725017602,2021-09-14 03:00:22,Reading #907 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 89.
1437506468832501760,2021-09-13 20:00:24,Reading #906 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 68.
1437461168382226433,2021-09-13 17:00:23,Reading #905 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 75.
1437408312664985601,2021-09-13 13:30:22,Reading #904 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of 2.
1437249769043267590,2021-09-13 03:00:22,Reading #903 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 18.
1437144075870916611,2021-09-12 20:00:23,Reading #902 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -7.
1437098783582609410,2021-09-12 17:00:24,Reading #901 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -48.
1437045925495689216,2021-09-12 13:30:22,Reading #900 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -37.
1436887380577955842,2021-09-12 03:00:22,Reading #899 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -42.
1436781693483069440,2021-09-11 20:00:24,Reading #898 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -25.
1436736451018956810,2021-09-11 17:00:37,Reading #897 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of -4.
1436683539337158656,2021-09-11 13:30:22,Reading #896 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of 2.
1436524994704592896,2021-09-11 03:00:22,Reading #895 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -12.
1436419299900628992,2021-09-10 20:00:23,Reading #894 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of -3.
1436373998896664601,2021-09-10 17:00:22,Reading #893 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -13.
1436321149332434977,2021-09-10 13:30:22,Reading #892 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -21.
1436162601692565508,2021-09-10 03:00:21,Reading #891 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -22.
1436056915927306243,2021-09-09 20:00:24,Reading #890 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -112.
1436011614474489866,2021-09-09 17:00:23,Reading #889 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -147.
1435958762519552005,2021-09-09 13:30:22,Reading #888 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -106.
1435800215794208777,2021-09-09 03:00:21,Reading #887 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -46.
1435694522273566722,2021-09-08 20:00:22,Reading #886 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -67.
1435649235152744451,2021-09-08 17:00:25,Reading #885 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -125.
1435596376474259461,2021-09-08 13:30:22,Reading #884 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -98.
1435437827765030915,2021-09-08 03:00:21,Reading #883 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 10.
1435332140657487876,2021-09-07 20:00:24,Reading #882 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -103.
1435286825900417029,2021-09-07 17:00:20,Reading #881 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -121.
1435234006157647881,2021-09-07 13:30:27,Reading #880 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -57.
1435075442038513665,2021-09-07 03:00:22,Reading #879 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -11.
1434969754981310467,2021-09-06 20:00:24,Reading #878 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -22.
1434924454958845952,2021-09-06 17:00:24,Reading #877 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -33.
1434871603939233792,2021-09-06 13:30:23,Reading #876 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -31.
1434713051564056582,2021-09-06 03:00:21,Reading #875 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -86.
1434607363248508932,2021-09-05 20:00:23,Reading #874 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -72.
1434562059656699912,2021-09-05 17:00:22,Reading #873 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -32.
1434509422936698887,2021-09-05 13:31:12,Reading #872 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -21.
1434350665443287043,2021-09-05 03:00:22,Reading #871 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -6.
1434244978688020490,2021-09-04 20:00:24,Reading #870 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -8.
1434199674483789833,2021-09-04 17:00:23,Reading #869 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -13.
1434146821727735809,2021-09-04 13:30:22,Reading #868 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -90.
1433988280245235716,2021-09-04 03:00:22,Reading #867 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -68.
1433882585592209411,2021-09-03 20:00:23,Reading #866 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -60.
1433837289503961088,2021-09-03 17:00:23,Reading #865 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -71.
1433784437704208385,2021-09-03 13:30:23,Reading #864 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -33.
1433625891289055244,2021-09-03 03:00:22,Reading #863 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -73.
1433520200469688329,2021-09-02 20:00:23,Reading #862 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -9.
1433474897012002822,2021-09-02 17:00:22,Reading #861 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -76.
1433422045245739009,2021-09-02 13:30:21,Reading #860 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -114.
1433263519823278080,2021-09-02 03:00:26,Reading #859 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -136.
1433157820476690440,2021-09-01 20:00:25,Reading #858 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of -3.
1433112522442346497,2021-09-01 17:00:25,Reading #857 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -37.
1433059657149558789,2021-09-01 13:30:21,Reading #856 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 230.
1432901111585951744,2021-09-01 03:00:21,Reading #855 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 592.
1432795420380516358,2021-08-31 20:00:22,Reading #854 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 668.
1432750209000427524,2021-08-31 17:00:43,Reading #853 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 306.
1432697281657155589,2021-08-31 13:30:24,Reading #852 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 187.
1432538730397638663,2021-08-31 03:00:23,Reading #851 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 571.
1432433033928380418,2021-08-30 20:00:23,Reading #850 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 670.
1432387738742009864,2021-08-30 17:00:24,Reading #849 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 631.
1432334884597641222,2021-08-30 13:30:22,Reading #848 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 502.
1432176344062959617,2021-08-30 03:00:23,Reading #847 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 126.
1432070649430872068,2021-08-29 20:00:24,Reading #846 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of -1.
1432025354395426817,2021-08-29 17:00:24,Reading #845 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of 5.
1431972496736149506,2021-08-29 13:30:22,Reading #844 =&gt; Twitter's sentiment of the stock market is nuetral with a reading of -1.
1431814105774624768,2021-08-29 03:00:59,Reading #843 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -22.
1431708258767708162,2021-08-28 20:00:23,Reading #842 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -42.
1431662963316899840,2021-08-28 17:00:24,Reading #841 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -99.
1431610108555972609,2021-08-28 13:30:22,Reading #840 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -97.
1431451567811698694,2021-08-28 03:00:23,Reading #839 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -68.
1431346045523566594,2021-08-27 20:01:05,Reading #838 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -15.
1431300583303098379,2021-08-27 17:00:25,Reading #837 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -38.
1431285513546342414,2021-08-27 16:00:33,Reading #836 =&gt; Twitter's sentiment of the stock market is bearish with a reading of -63.
1431089176796176385,2021-08-27 03:00:22,Reading #835 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 37.
1430938193046740995,2021-08-26 17:00:25,Reading #834 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 84.
1430885333340762114,2021-08-26 13:30:22,Reading #833 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 218.
1430726872325894144,2021-08-26 03:00:42,Reading #832 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 341.
1430621099075809281,2021-08-25 20:00:24,Reading #831 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 498.
1430575802555543555,2021-08-25 17:00:24,Reading #830 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 153.
1430522950516674565,2021-08-25 13:30:23,Reading #829 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 71.
1430364402239381506,2021-08-25 03:00:23,Reading #828 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 228.
1430258713101848583,2021-08-24 20:00:24,Reading #827 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 595.
1430213407773429773,2021-08-24 17:00:23,Reading #826 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 563.
1430160583106732035,2021-08-24 13:30:28,Reading #825 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 464.
1430002012079411210,2021-08-24 03:00:22,Reading #824 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 335.
1429896319536189444,2021-08-23 20:00:23,Reading #823 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 555.
1429851017873612800,2021-08-23 17:00:22,Reading #822 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 564.
1429798173640384521,2021-08-23 13:30:23,Reading #821 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 435.
1429639626764038144,2021-08-23 03:00:23,Reading #820 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 420.
1429533931209203722,2021-08-22 20:00:23,Reading #819 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 465.
1429488631501176842,2021-08-22 17:00:23,Reading #818 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 446.
1429435781807026181,2021-08-22 13:30:22,Reading #817 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 518.
1429277237887606789,2021-08-22 03:00:22,Reading #816 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 571.
1429171541821083648,2021-08-21 20:00:22,Reading #815 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 859.
1429126243597889536,2021-08-21 17:00:23,Reading #814 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 887.
1429073396114116616,2021-08-21 13:30:23,Reading #813 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 552.
1428914847463378949,2021-08-21 03:00:22,Reading #812 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 514.
1428809159160516618,2021-08-20 20:00:24,Reading #811 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 757.
1428763900552568843,2021-08-20 17:00:33,Reading #810 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 695.
1428711008621711368,2021-08-20 13:30:23,Reading #809 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 276.
1428552463527948288,2021-08-20 03:00:23,Reading #808 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 497.
1428446770045071361,2021-08-19 20:00:23,Reading #807 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 664.
1428401467682136077,2021-08-19 17:00:22,Reading #806 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 958.
1428348612585603073,2021-08-19 13:30:21,Reading #805 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 740.
1428190072273244171,2021-08-19 03:00:22,Reading #804 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 736.
1428084387233607682,2021-08-18 20:00:25,Reading #803 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 739.
1428039085701144579,2021-08-18 17:00:24,Reading #802 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 323.
1427986236464144385,2021-08-18 13:30:24,Reading #801 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 426.
1427827865333161985,2021-08-18 03:01:05,Reading #800 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 736.
1427721991080005636,2021-08-17 20:00:23,Reading #799 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 875.
1427676691376353281,2021-08-17 17:00:22,Reading #798 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 593.
1427623864750723083,2021-08-17 13:30:27,Reading #797 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 497.
1427465297980690434,2021-08-17 03:00:22,Reading #796 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 736.
1427359815085563909,2021-08-16 20:01:13,Reading #795 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 913.
1427314307717640199,2021-08-16 17:00:23,Reading #794 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 537.
1427261456291090434,2021-08-16 13:30:23,Reading #793 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 280.
1427102909192343555,2021-08-16 03:00:22,Reading #792 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 181.
1426997219291504640,2021-08-15 20:00:24,Reading #791 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 211.
1426951919315079180,2021-08-15 17:00:23,Reading #790 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 352.
1426899068727484416,2021-08-15 13:30:23,Reading #789 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 418.
1426740523906342913,2021-08-15 03:00:23,Reading #788 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 330.
1426634828120735747,2021-08-14 20:00:23,Reading #787 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 452.
1426589526076633091,2021-08-14 17:00:22,Reading #786 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 599.
1426536741016678402,2021-08-14 13:30:37,Reading #785 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 568.
1426378134295883776,2021-08-14 03:00:22,Reading #784 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 664.
1426272816010350595,2021-08-13 20:01:52,Reading #783 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 783.
1426227519401955330,2021-08-13 17:01:53,Reading #782 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 564.
1426174672295575556,2021-08-13 13:31:53,Reading #781 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 553.
1426016133581266945,2021-08-13 03:01:55,Reading #780 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 836.
1425910052775399437,2021-08-12 20:00:23,Reading #779 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 453.
1425864751108792322,2021-08-12 17:00:22,Reading #778 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 126.
1425811901292875776,2021-08-12 13:30:22,Reading #777 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 255.
1425653358002675715,2021-08-12 03:00:22,Reading #776 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 650.
1425547661558562820,2021-08-11 20:00:22,Reading #775 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 910.
1425502367575912457,2021-08-11 17:00:23,Reading #774 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 498.
1425449515021213706,2021-08-11 13:30:22,Reading #773 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 411.
1425290967960141824,2021-08-11 03:00:22,Reading #772 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 576.
1425185270891229186,2021-08-10 20:00:21,Reading #771 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 1094. This is the highest reading to date.
1425140029052096512,2021-08-10 17:00:35,Reading #770 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 805. This is the highest reading to date.
1425087139851771904,2021-08-10 13:30:25,Reading #769 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 66.
1424928584632881153,2021-08-10 03:00:23,Reading #768 =&gt; Twitter's sentiment of the stock market is bullish with a reading of 304.
